suburb,responsible_authority,rest_area_name,description,site_status,latitude,longitude,lga,region,distance_from,road_name,road_number,link_no,carriageway_code,ne_unique,carriageway_configuration,side_of_road,category,vehicle_type,separated_parking_areas_light_heavy,shade,sign_non_potable,power_outlets,playground,litter_bins,emergency_phones,accessible,access_direction,lighting,tree_shading,tourist_information,sports_ground,shelter,bbq,picnic_table,toilets,baby_change_facilities,lookout,caravan_disposal,power_supply,driver_reviver,food_available,fuel_available,boat_ramp,pets_allowed,water_supply_type,access_direction_cardinal,guid,last_updated
JACKY BULBIN FLAT,RMS,Bundjalung - Devils Pulpit SF,,OPEN,-29.26235,153.2304,RICHMOND VALLEY,NORTHERN REGION,67.9km North of Grafton,Pacific Highway,0000010,2945,B2,"0000010,2945,B2",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,,BB2E7DD92F4C04DF,2021-10-25 14:56:44+00
GILLENBAH,OTHER,Gillenbah Service Centre,N,OPEN,-34.76206,146.54086,NARRANDERA,SOUTH WEST REGION,106km from Jerilderie and 2km to Narrandera,NEWELL HIGHWAY,0000017,2240,A1,"0000017,2240,A1",PHYSICAL SEPARATION,LEFT,HIGHWAY SERVICE CENTRE,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TOWN SUPPLY,BOTH,0816B75864BAD07C,2021-10-25 14:56:44+00
NORTH YALGOGRIN,RMS,Yalgogrin Rest Area,,,-33.84466,146.82883,BLAND,SOUTH WEST REGION,36km from West Wyalong and 220km to Hay,MID WESTERN HIGHWAY,0000006,0675,A1,"0000006,0675,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8255A08016B194E9,2021-10-25 14:56:44+00
GOOLGOWI,COUNCIL,Goolgowi,,,-33.98187,145.71063,CARRATHOOL,SOUTH WEST REGION,146km from West Wyalong and 109km to Hay,ZARA ST,0000006,0770,A1,"0000006,0770,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2A0871D348278436,2021-10-25 14:56:44+00
ATTUNGA,COUNCIL,Attunga,,,-30.92921,150.84675,TAMWORTH,NORTHERN REGION,21.5km North of Tamworth,TAMWORTH-YETMAN RD,0000063,0060,A2,"0000063,0060,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,4F53F7173F9063B2,2021-10-25 14:56:44+00
DRAKE VILLAGE,COUNCIL,Drake - Underwood Park,,,-28.92741,152.37548,TENTERFIELD,NORTHERN REGION,77km West of Casino,FAIRFIELD STREET,0000016,0410,A1,"0000016,0410,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,A72B5A24F5F3A193,2021-10-25 14:56:44+00
SLEEPY HOLLOW,RMS,Sleepy Hollow Southbound,,OPEN,-28.41424,153.52543,BYRON,NORTHERN REGION,59.3km North of Ballina,PACIFIC HIGHWAY,0000010,3305,C1,"0000010,3305,C1",PHYSICAL SEPARATION,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,COUNTER,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,A03F27B08DD0F4FB,2021-10-25 14:56:44+00
MOUNT SEAVIEW,RMS,Mount Seaview,,OPEN,-31.40359,152.25535,PORT MACQUARIE - HASTINGS,NORTHERN REGION,58.4km West of Wauchope,OXLEY HIGHWAY,0000011,0350,A1,"0000011,0350,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,ECFB465403684C7B,2021-10-25 14:56:44+00
DOYLES RIVER,RMS,Stockyard Creek,,OPEN,-31.40262,152.12402,PORT MACQUARIE - HASTINGS,NORTHERN REGION,80.4km West of Wauchope,OXLEY HIGHWAY,0000011,0360,A1,"0000011,0360,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,F5815A60625B30C5,2021-10-25 14:56:44+00
MOUNT SEAVIEW,RMS,Gingers Creek,,OPEN,-31.39916,152.10856,PORT MACQUARIE - HASTINGS,NORTHERN REGION,82.4km West of Wauchope,OXLEY HIGHWAY,0000011,0360,A1,"0000011,0360,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,16EA756143B0F026,2021-10-25 14:56:44+00
WIANGAREE,COUNCIL,Wiangaree Pond,,,-28.5132,152.96201,KYOGLE,NORTHERN REGION,13.2km North of Kyogle,SUMMERLAND WAY,0000083,0410,A6,"0000083,0410,A6",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,BF4BA9F5EF342439,2021-10-25 14:56:44+00
SLEEPY HOLLOW,RMS,Sleepy Hollow Northbound,,OPEN,-28.42383,153.52032,BYRON,NORTHERN REGION,58.2km North of Ballina,PACIFIC HIGHWAY,0000010,3305,B1,"0000010,3305,B1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,PRESCRIBED,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,FC4A9C273BFC36B7,2021-10-25 14:56:44+00
TYAGARAH,RMS,Tyagarah,,OPEN,-28.59784,153.54471,BYRON,NORTHERN REGION,36.2km North of Ballina,PACIFIC HIGHWAY - TYAGARAH,0000010,3231,B4,"0000010,3231,B4",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,,75A33500F3BB3C5D,2021-10-25 14:56:44+00
GULMARRAD,OTHER,Ferry Park - Maclean,,,-29.47233,153.20503,CLARENCE VALLEY,NORTHERN REGION,41.3km North of Grafton,PACIFIC HIGHWAY,0860010,2835,A1,"0860010,2835,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D9EC20E11BAB49F9,2021-10-25 14:56:44+00
GUNNEDAH,RMS,Soil Conservation,,OPEN,-31.02524,150.27444,GUNNEDAH,NORTHERN REGION,74.3km North of Quirindi,KAMILAROI HIGHWAY,0000029,0145,A1,"0000029,0145,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,90C0EDEDCE3F56A8,2021-10-25 14:56:44+00
GUNNEDAH,RMS,Blue Vale Road,,,-30.935,150.2005,GUNNEDAH,NORTHERN REGION,30.8km South of Boggabri,KAMILAROI HIGHWAY,0000029,0201,A1,"0000029,0201,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,57B45B9F5B18C137,2021-10-25 14:56:44+00
GUNNEDAH,RMS,Greenwood Grange,,,-30.9231,150.18741,GUNNEDAH,NORTHERN REGION,9.2km North of Gunnedah,KAMILAROI HIGHWAY,0000029,0201,A1,"0000029,0201,A1",,LEFT,PARKING AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,A9408AAD72498B5E,2021-10-25 14:56:44+00
RED HILL,COUNCIL,Lions Park - Barraba,,,-30.42085,150.6163,TAMWORTH,NORTHERN REGION,40.3km North of Tamworth (3.2km South of Barraba),TAMWORTH-YETMAN RD,0000063,0160,A3,"0000063,0160,A3",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,A522F782C16CCC7E,2021-10-25 14:56:44+00
KLORI,COUNCIL,Lions Park,,,-30.8042,150.75324,TAMWORTH,NORTHERN REGION,38.3km North of Tamworth,TAMWORTH-YETMAN RD,0000063,0060,A2,"0000063,0060,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,5F25EB607D2EFF3F,2021-10-25 14:56:44+00
WARIALDA RAIL,RMS,Ti Tree Creek,,OPEN,-29.61379,150.5437,GWYDIR,NORTHERN REGION,30.6km North of Bingara,TAMWORTH-YETMAN RD,0000063,0340,A1,"0000063,0340,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,D9F7CCEF46E8EF41,2021-10-25 14:56:44+00
HOWARDS GRASS,RMS,Lions Park,,OPEN,-28.78882,153.30598,LISMORE,NORTHERN REGION,4.2km North of Lismore,Lismore-Bangalow Road,0000065,0045,A1,"0000065,0045,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,46A5F936D8409DEB,2021-10-25 14:56:44+00
SANDY HILL,STATE FORESTS,Crooked Creek,,,-28.92718,152.31254,TENTERFIELD,NORTHERN REGION,85km West of Casino,BRUXNER HIGHWAY,0000016,0420,A2,"0000016,0420,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,E51DA1BE297F9600,2021-10-25 14:56:44+00
BRAEFIELD,RMS,Braefield,,OPEN,-31.56511,150.69791,LIVERPOOL PLAINS,NORTHERN REGION,8.4km North of HW9,KAMILAROI HIGHWAY,0000029,0020,A1,"0000029,0020,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8048E525F30A49FF,2021-10-25 14:56:44+00
BREEZA,RMS,Square Bush,,,-31.29908,150.49449,GUNNEDAH,NORTHERN REGION,32.5km North of Quirindi,KAMILAROI HIGHWAY,0000029,0110,A1,"0000029,0110,A1",,RIGHT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F4D6A8FC0B2A7061,2021-10-25 14:56:44+00
MATHESON,RMS,Sinclair Lookout,,OPEN,-29.72654,151.59919,SEVERN,NORTHERN REGION,14.9km West of Glen Innes,GWYDIR HIGHWAY,0000012,0330,A1,"0000012,0330,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,C4AE0A58E03FF59C,2021-10-25 14:56:44+00
ELSMORE,RMS,Schumachers westbound,,OPEN,-29.78941,151.30834,INVERELL,NORTHERN REGION,46.49km West of Glenn Innes,GWYDIR HIGHWAY,0000012,0350,A1,"0000012,0350,A1",MAIN CARRIAGEWAY,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,2A88B7F51B30D0EC,2021-10-25 14:56:44+00
ELSMORE,RMS,Schumachers eastbound,,OPEN,-29.7918,151.30492,INVERELL,NORTHERN REGION,46.9km West of Glenn Innes,GWYDIR HIGHWAY,0000012,0350,A1,"0000012,0350,A1",MAIN CARRIAGEWAY,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,86FED0EE6FD12495,2021-10-25 14:56:44+00
SWAN VALE,RMS,Swan Brook,,OPEN,-29.77168,151.4358,INVERELL,NORTHERN REGION,33.7km West of Glen Innes,GWYDIR HIGHWAY,0000012,0350,A1,"0000012,0350,A1",PHYSICAL SEPARATION,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,E92ED29B048D6183,2021-10-25 14:56:44+00
DELUNGRA,RMS,Dumboy Creek,,OPEN,-29.63978,150.79727,INVERELL,NORTHERN REGION,36.1km West of Inverell,INVERELL STREET,0000012,0495,A1,"0000012,0495,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,455772FAED5259BF,2021-10-25 14:56:44+00
INVERELL,RMS,Lauriston,,OPEN,-29.7735,151.18851,INVERELL,NORTHERN REGION,59.1km West of Glenn Innes,GWYDIR HIGHWAY,0000012,0370,A1,"0000012,0370,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,63E4B43616CFB552,2021-10-25 14:56:44+00
LITTLE PLAIN,RMS,East of Little Plain,,OPEN,-29.73597,150.9622,INVERELL,NORTHERN REGION,15.9km West of Inverell,GWYDIR HIGHWAY,0000012,0450,A1,"0000012,0450,A1",MAIN CARRIAGEWAY,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,89A435F02D186363,2021-10-25 14:56:44+00
WARIALDA,RMS,Tigers Gap westbound,,OPEN,-29.56968,150.62,GWYDIR,NORTHERN REGION,55.6km West of Inverell,GWYDIR HIGHWAY,0000012,0510,A1,"0000012,0510,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,83CFDA425A44F211,2021-10-25 14:56:44+00
WARIALDA,RMS,Nancy Coulton Lookout,,OPEN,-29.58259,150.48888,GWYDIR,NORTHERN REGION,10.1km West of Warialda,GWYDIR HIGHWAY,0000012,0560,A1,"0000012,0560,A1",PHYSICAL SEPARATION,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,F3E149AB7B8A0754,2021-10-25 14:56:44+00
NORTH BOURKE,RMS,,,,-29.58574,145.84167,BOURKE,WESTERN REGION,31.55km South of Enngonia,MITCHELL HIGHWAY,0000007,1270,A1,"0000007,1270,A1",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,55B981A083A8116E,2021-10-25 14:56:44+00
GERRINGONG,COUNCIL,Mt Pleasant Water Tower Lookout S/B,,OPEN,-34.71176,150.8413,KIAMA,SOUTHERN REGION,5.5km South of Kiama,PRINCES HIGHWAY,0000001,1448,B4,"0000001,1448,B4",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,BE86263423D2B6A8,2021-10-25 14:56:44+00
KIAMA HEIGHTS,RMS,Kiama Bends Information Bay N/B,,,-34.70236,150.83557,KIAMA,SOUTHERN REGION,4km South of Kiama,PRINCES HIGHWAY,0000001,1448,C4,"0000001,1448,C4",,LEFT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COUNTER,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,324666D9FDF07A5E,2021-10-25 14:56:44+00
SOUTH NOWRA,COUNCIL,Flinders St  Rest Area Sth Nowra N/B,,,-34.90669,150.60269,SHOALHAVEN,SOUTHERN REGION,3.5km South of Nowra,Princes Highway,0000001,1621,C1,"0000001,1621,C1",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,9D7B539D2C02CCC7,2021-10-25 14:56:44+00
BEWONG,RMS,Bewong Rest Area N/B,,,-35.08522,150.53366,SHOALHAVEN,SOUTHERN REGION,26km South of Nowra,PRINCES HIGHWAY,0000001,1660,A2,"0000001,1660,A2",,RIGHT,REST AREA,BOTH LIGHT AND HEAVY VEHICLES,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,F6D3841B528C9595,2021-10-25 14:56:44+00
TULLARWALLA,RMS,Table and Chairs N/B,,,-35.14597,150.46102,SHOALHAVEN,SOUTHERN REGION,37km South of Nowra,PRINCES HIGHWAY,0000001,1670,A2,"0000001,1670,A2",,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,BOTH,8281DE14866D931F,2021-10-25 14:56:44+00
EAST LYNNE,STATE FORESTS,Kioala Rest Area S/B,,,-35.60048,150.25522,SHOALHAVEN,SOUTHERN REGION,37km South of Nowra,PRINCES HIGHWAY,0000001,1870,A1,"0000001,1870,A1",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,8A131F672386D9EF,2021-10-25 14:56:44+00
MORUYA,RMS,Waldron Swamp Rest Area S/B,,,-35.86492,150.1195,EUROBODALLA,SOUTHERN REGION,20km South of Batemans Bay,PRINCES HIGHWAY,0000001,2011,A2,"0000001,2011,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WATER TRUCK,BOTH,43035B0E5DA8BE53,2021-10-25 14:56:44+00
BODALLA,STATE FORESTS,Bodalla Park Rest Area,Y,,-36.15079,150.09595,EUROBODALLA,SOUTHERN REGION,11km North of Narooma,PRINCES HIGHWAY,0000001,2110,A2,"0000001,2110,A2",,LEFT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TOWN SUPPLY,BOTH,619BFC2E658793FF,2021-10-25 14:56:44+00
SANDILANDS,RMS,Bonalbo Road Westbound,,,-28.90098,152.65361,KYOGLE,NORTHERN REGION,45km West of Casino,BRUXNER HIGHWAY,0000016,0340,A1,"0000016,0340,A1",,LEFT,PARKING AREA,HEAVY VEHICLES ONLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PRESCRIBED,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NONE,,5EF340B1BF3B0BC0,2021-10-25 14:56:44+00
SANDILANDS,RMS,Sandilands,,OPEN,-28.90087,152.65415,KYOGLE,NORTHERN REGION,45.9km North of Casino,BRUXNER HIGHWAY,0000016,0340,A1,"0000016,0340,A1",PHYSICAL SEPARATION,RIGHT,REST AREA,LIGHT VEHICLES ONLY,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,BOTH,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RAINWATER TANK,BOTH,3341DA3F749F1CF1,2021-10-25 14:56:44+00
